id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
119509,60493,,81000,9,No disponible,81
,65970,2025-05-07,750000,10,No disponible,750
119515,62340,2026-05-05,1035000,9,No disponible,1035
119516,62340,2025-01-19,1512000,,,504
119517,62340,2025-03-08,549000,9,No disponible,549
119518,62340,2025-11-28,693000,9,No disponible,-693
,58573,2025-12-31,1176000,7,No disponible,1176
119522,57522,2025-12-15,610000,,No disponible,610
119523,57522,2025-10-15,152000,5,No disponible,190
,57522,2025-09-01,400000,5,No disponible,400
119525,57522,2025-07-30,495000,,No disponible,495
119526,57522,2026-02-15,135000,5,No disponible,135
119527,60371,2025-09-13,890000,5,No disponible,890
119528,60371,2025-08-07,2725000,5,,
,60371,2025-08-25,455000,5,No disponible,455
119530,60371,2025-02-11,440000,5,No disponible,440
,60371,2025-08-01,135000,5,No disponible,135
119532,60371,2025-07-03,165000,5,No disponible,
119533,60371,2025-01-12,280000,5,No disponible,
119535,60371,2025-07-16,465000,5,No disponible,465
119536,60371,2025-09-28,395000,5,No disponible,395
119537,60371,2025-06-18,200000,5,No disponible,200
119538,60371,2025-08-24,220000,5,No disponible,220
119539,60371,,685000,5,No disponible,685
119540,60371,2025-10-19,36000,,No disponible,180
119547,63024,2026-04-24,352000,4,No disponible,352
119548,63024,2025-01-19,280000,4,No disponible,-280
119549,63024,2025-02-12,868000,4,No disponible,868
119550,63371,2025-03-06,594000,9,No disponible,594
119551,63371,2025-09-08,459000,9,No disponible,459
,63371,2025-02-27,1431000,9,No disponible,1431
119553,63371,2026-02-14,648000,9,No disponible,972
,63371,2026-01-17,846000,9,No disponible,846
119555,63371,2025-09-09,585000,9,No disponible,585
,63371,2025-11-10,585000,9,No disponible,585
119557,63371,2026-04-24,,9,No disponible,783
119558,63371,2025-05-07,819000,9,No disponible,819
119573,60828,2026-07-04,42000,1,No disponible,-42
119574,64894,,540000,9,No disponible,540
119575,64894,2025-03-03,1359000,9,No disponible,1359
119576,64894,2025-01-19,990000,9,No disponible,495
119577,64894,2025-01-26,756000,9,No disponible,756
119603,66633,2026-01-28,574000,7,,574
119578,56919,2025-12-02,570000,10,No disponible,570
119579,56538,,142000,1,No disponible,142
119580,56538,2025-02-28,121000,1,No disponible,121
,56538,2025-02-10,344000,1,No disponible,-344
119582,56538,,300000,1,No disponible,60
119583,56538,2025-03-09,68000,,No disponible,68
119584,56538,2025-01-15,76000,1,No disponible,76
119585,56538,2025-04-13,39000,1,No disponible,-39
119586,56538,2025-04-26,80000,1,No disponible,80
119596,65212,2025-06-19,690000,10,No disponible,-690
,65212,2025-06-28,464000,10,No disponible,1160
119606,61336,2025-01-22,3408000,8,,568
119613,,2025-03-22,480000,8,,
,61336,2025-03-30,648000,8,No disponible,-648
119616,61336,2025-03-03,752000,8,No disponible,-752
119621,61336,2025-03-27,224000,8,No disponible,-224
119622,60648,2026-03-09,375000,5,No disponible,375
119623,60648,2025-06-26,217000,5,No disponible,155
119624,60648,2026-01-19,185000,5,No disponible,185
119625,60648,2026-01-01,185000,5,No disponible,185
119627,,2025-12-20,460000,5,,460
,60648,2025-05-23,225000,,No disponible,225
,60648,2025-02-06,435000,5,No disponible,435
119779,59234,2026-04-16,632000,8,No disponible,-632
119630,60648,2025-07-23,1610000,5,No disponible,1610
119632,60677,2026-02-17,534000,2,No disponible,534
119633,60677,2025-06-03,105000,2,No disponible,210
119634,60677,2026-10-24,714000,2,No disponible,714
119635,60677,2025-10-24,840000,2,No disponible,120
119636,60677,2025-03-23,120000,2,No disponible,
,60677,2025-09-17,132000,2,No disponible,132
119638,60677,2025-05-10,46000,2,No disponible,46
119639,60677,2025-09-24,98000,2,No disponible,
119640,60677,2025-07-09,,2,No disponible,80
119641,60677,2025-02-26,106000,2,No disponible,106
119642,60677,2025-11-06,218000,2,No disponible,218
119643,60677,2026-07-01,-468000,2,No disponible,156
119644,60677,2025-06-29,116000,2,No disponible,116
119645,60677,2026-02-19,100000,2,No disponible,100
,65649,,216000,8,No disponible,216
119657,63221,2025-02-11,142000,2,,142
119660,56306,2025-05-18,-474000,3,No disponible,237
119666,56306,2025-02-10,-219000,3,No disponible,219
,56306,2025-06-03,228000,,No disponible,228
119672,56306,2025-01-01,264000,3,,264
119673,56306,,165000,3,,165
,60097,2025-03-19,1278000,6,No disponible,-1278
119684,61341,2026-06-11,238000,2,No disponible,238
119688,,2025-01-04,70000,1,No disponible,-70
119694,65513,2025-06-25,40000,1,No disponible,-40
,58353,2025-05-26,273000,7,No disponible,273
,56502,2025-01-21,1448000,8,No disponible,1448
119715,56595,2025-02-21,882000,2,,882
,56595,2025-01-14,-1088000,2,No disponible,272
119724,60159,2025-02-26,128000,2,,128
119727,,2025-09-28,369000,3,,369
119730,64423,2025-10-18,207000,3,,207
119731,59948,2025-05-13,-447000,3,No disponible,447
119732,59948,2025-02-27,855000,3,No disponible,285
119733,59948,2025-01-13,183000,3,No disponible,183
119734,59948,,255000,3,No disponible,255
119735,59948,2025-01-26,225000,3,No disponible,225
119736,59948,2025-01-09,840000,3,No disponible,420
119737,,2025-01-16,27000,3,No disponible,-27
119738,59948,2025-03-15,522000,3,No disponible,522
119745,64793,2025-01-16,1337000,7,No disponible,1337
119746,64793,2025-03-12,2128000,7,,532
119747,64793,2025-03-17,84000,7,No disponible,84
119748,64793,2025-02-13,525000,7,No disponible,525
119749,64793,2025-02-28,567000,7,No disponible,
119750,64793,2025-03-30,1631000,7,No disponible,-1631
,64793,2025-03-17,42000,7,No disponible,147
119752,64793,2025-03-26,105000,7,No disponible,-105
119754,58547,2026-08-25,4032000,8,,1008
119756,58547,2025-02-01,208000,8,,-208
119765,61314,2025-01-30,149000,1,No disponible,149
119766,63795,2025-08-08,736000,8,No disponible,736
119767,63795,2025-07-30,37000,8,No disponible,296
,63795,2025-10-02,-800000,8,No disponible,800
119769,63432,2026-01-03,1470000,5,,1470
119770,63432,2026-04-27,325000,5,No disponible,65
119771,63432,2025-10-03,50000,5,,50
119772,63432,2026-06-28,425000,5,No disponible,425
119774,63432,2025-06-04,260000,5,No disponible,260
119775,63432,2026-03-02,1005000,,No disponible,1005
119776,59234,2026-08-07,-464000,8,No disponible,464
119777,59234,2025-02-25,1248000,8,No disponible,1248
119778,59234,2026-08-25,2960000,8,No disponible,592
119780,59234,2026-03-23,104000,8,,104
119781,59234,2026-04-08,688000,8,No disponible,688
119782,59234,2026-07-06,760000,8,No disponible,760
119783,59364,2025-01-29,1776000,6,No disponible,-1776
119785,57320,2025-09-27,69000,1,No disponible,-69
119786,63600,2026-03-05,-1083000,3,,1083
,63600,2025-02-12,297000,3,No disponible,297
119794,63600,2026-01-20,243000,3,No disponible,-243
119806,64249,2025-12-13,2466000,6,,822
,,2025-04-30,114000,6,No disponible,114
,64249,2025-09-28,1086000,6,No disponible,1086
,61991,2025-03-03,216000,,No disponible,216
119818,56794,2025-01-02,1430000,,No disponible,-1430
119821,64997,2025-12-27,366000,6,No disponible,366
119822,64997,2026-09-03,336000,6,No disponible,336
119824,64997,2025-09-19,-54000,6,No disponible,54
119825,64997,2025-07-06,570000,6,No disponible,570
119826,64997,2025-11-09,162000,6,No disponible,-162
119828,64997,2025-01-10,522000,6,No disponible,522
119829,64376,2026-02-04,1528000,4,,
119831,65758,2025-01-07,776000,2,,776
119833,55918,2025-05-27,660000,4,,660
119837,57805,2025-01-11,716000,4,No disponible,716
119838,57805,2025-04-04,29000,4,No disponible,116
119856,62864,2026-09-13,258000,3,,-258
119860,64485,2025-01-05,-588000,7,No disponible,588
,64485,,515000,7,No disponible,721
119870,57731,2026-03-22,,3,No disponible,150
119872,57731,2026-02-28,120000,3,No disponible,120
119873,57731,2025-03-15,246000,3,No disponible,246
119874,57731,2025-02-24,69000,3,No disponible,69
119875,57731,2025-05-26,123000,3,No disponible,
119876,57731,2025-07-25,-288000,3,No disponible,
119877,57731,2025-10-12,153000,3,No disponible,153
119878,66190,2026-02-22,690000,5,No disponible,-690
119886,57492,2025-05-24,2387000,7,,2387
119889,59735,2025-07-22,-246000,3,No disponible,246
119891,,2025-12-03,-222000,,No disponible,222
119892,59735,2026-01-16,-54000,3,No disponible,54
,58764,2026-01-28,42000,1,No disponible,42
119911,58198,2025-06-28,450000,3,No disponible,-450
119915,58198,2025-04-04,765000,3,No disponible,-153
119917,58198,2025-03-31,-135000,3,No disponible,135
119919,58198,2025-05-12,78000,3,,78
,58844,2025-01-29,516000,6,No disponible,516
119924,58844,2025-03-23,438000,6,No disponible,-438
,58844,2025-04-10,264000,,No disponible,264
119928,58844,2025-04-07,,6,,624
,58844,2025-02-01,276000,6,No disponible,
119933,62499,2025-01-01,525000,,No disponible,525
119935,,,3186000,9,No disponible,-531
119941,61138,2025-04-24,67000,1,No disponible,67
119942,61138,2025-01-27,172000,1,No disponible,172
119943,61138,2025-11-14,60000,1,No disponible,20
119944,61138,2025-04-21,40000,1,No disponible,40
119945,61138,2025-08-29,38000,1,No disponible,38
119946,61138,2025-07-19,98000,1,No disponible,98
,59106,2025-06-11,138000,6,No disponible,138
119963,64417,2025-01-20,-455000,7,No disponible,455
,58893,2025-08-21,2045000,5,No disponible,2045
,58893,2025-01-09,935000,5,No disponible,
119973,61547,2025-06-04,-966000,6,No disponible,966
,61547,2025-06-06,640000,6,No disponible,768
119975,61547,2025-01-25,204000,6,,204
119988,61685,2025-01-13,128000,8,No disponible,-128
119989,61685,2025-01-11,600000,8,,600
119996,58763,2025-03-15,-138000,,No disponible,138
120002,65334,2025-01-06,720000,9,No disponible,-720
120003,65334,2025-01-27,3915000,9,No disponible,1305
120004,65334,2025-01-07,225000,9,No disponible,
120005,65334,2025-01-26,108000,9,No disponible,-108
120006,65334,2025-01-02,936000,9,No disponible,936
120015,56558,2025-08-12,36000,1,,36
120016,56558,2025-05-23,,1,No disponible,-8
,,,120000,1,No disponible,120
,63673,2025-05-05,,9,No disponible,792
120025,63673,,-324000,9,,324
120026,63673,,2898000,9,No disponible,-2898
,58471,2025-08-15,,6,No disponible,270
120039,58471,2025-05-26,460000,6,No disponible,-690
120041,58471,2025-05-18,564000,6,,564
120042,58471,,78000,6,No disponible,-78
120048,63885,2025-05-06,530000,5,,530
120049,63885,2025-07-14,,5,,410
120050,63885,2025-03-30,-490000,5,No disponible,-490
120052,57091,,721000,7,,721
,57091,2025-04-25,378000,7,No disponible,
120055,57091,2025-03-29,-623000,,,623
120058,57091,2025-05-09,504000,7,No disponible,-504
,56210,2025-05-18,480000,3,No disponible,96
,65821,2025-03-17,310000,3,No disponible,186
120077,65821,2025-07-03,126000,3,,126
120079,65821,,,3,No disponible,-51
120081,63691,2025-03-07,666000,9,No disponible,666
120082,63691,2025-09-06,106000,9,No disponible,954
120083,63691,2025-12-07,648000,9,No disponible,648
120084,64592,2025-06-01,430000,5,No disponible,430
120085,64592,,425000,5,No disponible,-425
120091,59610,2025-07-14,762000,6,,762
120092,59610,2025-10-11,4500000,6,No disponible,750
120093,59610,2025-02-22,270000,6,No disponible,270
120094,59610,2026-01-03,456000,6,No disponible,456
120095,59610,2025-01-29,372000,6,No disponible,372
120096,59610,2025-08-17,144000,6,No disponible,144
120097,59610,2025-01-14,582000,6,No disponible,582
120098,59610,2025-09-30,1020000,6,No disponible,1020
120101,55744,2025-06-11,312000,8,,312
120102,55744,2025-06-08,2448000,8,No disponible,-2448
120108,59971,2025-06-25,531000,9,No disponible,-531
,,,,,,
120110,64351,2025-04-24,198000,2,No disponible,198
120111,64351,2025-04-25,216000,2,No disponible,72
120112,64351,2025-01-05,146000,2,,146
120113,64351,,,2,No disponible,
120114,64351,2025-04-15,30000,2,No disponible,30
,64351,2025-05-13,172000,2,No disponible,172
120116,64351,2025-06-10,112000,,No disponible,-112
120121,57963,,498000,6,,498
120129,62040,2025-04-26,162000,9,No disponible,-162
120132,57170,2025-02-11,531000,3,,531
,59002,2025-06-14,441000,7,No disponible,441
120141,62458,,-704000,8,No disponible,-704
120145,58688,2025-01-21,-1432000,8,,1432
,57658,2025-04-16,640000,5,No disponible,640
120155,58128,2025-02-10,-2975000,7,No disponible,2975
120159,58128,2025-10-14,-315000,7,No disponible,-315
,64907,2025-08-18,263000,1,No disponible,263
120163,64907,2026-09-09,,1,No disponible,87
120164,64907,2025-08-21,61000,1,No disponible,61
120165,64907,2025-09-29,100000,1,No disponible,100
120166,65132,2025-04-16,666000,2,No disponible,666
120168,65132,2025-04-15,128000,,No disponible,128
120169,65132,2025-03-26,30000,,No disponible,
,58450,2025-02-18,1071000,3,No disponible,1071
120176,58450,,264000,3,,264
,62122,2025-01-26,276000,3,No disponible,276
120178,62122,2025-02-18,-1875000,3,No disponible,375
120182,62122,2025-05-25,24000,,,24
120183,57932,2025-01-11,330000,6,No disponible,330
120184,57932,2025-05-20,582000,6,No disponible,582
120185,57932,2025-07-20,213000,6,,426
120186,57932,2025-02-22,438000,6,No disponible,438
120187,57932,2025-08-29,-600000,6,No disponible,
,63709,2025-01-18,980000,5,No disponible,980
120196,63709,,440000,5,No disponible,440
120197,64594,2025-01-09,-1680000,7,No disponible,1680
120201,64594,2025-09-07,252000,7,,252
,61614,2025-04-09,294000,3,No disponible,294
120219,65797,2025-02-10,288000,6,No disponible,288
120220,65797,2025-03-08,630000,6,No disponible,630
120229,64085,2025-05-20,1134000,9,No disponible,1134
120230,64085,2025-10-09,6480000,9,No disponible,1080
120231,64085,2025-02-06,117000,9,No disponible,117
120232,64085,,738000,9,No disponible,
120233,64085,2025-03-23,810000,9,No disponible,
120234,64085,2025-03-19,306000,9,,306
120235,64085,2025-07-29,171000,,No disponible,-171
120236,59815,2026-08-29,1596000,7,,1596
120237,65309,2026-08-18,1179000,9,No disponible,1179
120238,65309,2026-04-22,585000,9,No disponible,117
120239,65309,2025-01-04,864000,9,No disponible,864
120240,65309,2025-04-11,693000,9,No disponible,693
120241,65309,2025-06-26,477000,9,No disponible,477
120242,65309,2026-02-16,-54000,9,No disponible,54
120244,61292,2026-02-17,695000,8,,1112
120249,61292,2025-03-29,672000,8,,672
120251,61292,2025-06-25,-416000,8,No disponible,416
120254,62200,2025-12-04,1480000,8,No disponible,1480
120255,62200,2025-06-28,,8,No disponible,1440
120256,62200,2025-07-13,404000,8,No disponible,808
120257,62200,2026-05-26,384000,,,384
120258,62200,2025-01-24,736000,8,No disponible,736
120259,62200,2025-07-12,64000,8,No disponible,64
120267,58998,2025-03-06,162000,2,No disponible,-162
,65030,2025-01-02,760000,10,No disponible,760
,65030,2025-08-12,670000,10,No disponible,670
,56501,2025-05-14,1800000,9,No disponible,1800
120287,56501,2025-11-16,-3312000,9,No disponible,-3312
120288,,2025-11-23,5265000,9,No disponible,-1053
120289,56501,2025-11-21,756000,9,No disponible,756
,56501,2025-06-07,846000,9,No disponible,846
120291,56501,,387000,9,No disponible,387
120292,56501,2025-03-11,882000,9,,882
120297,57169,2025-06-26,408000,8,No disponible,-408
,57169,,2088000,8,No disponible,
,60409,2025-06-16,-82000,1,No disponible,-82
120307,63372,2026-05-21,-180000,10,No disponible,300
120309,63372,2025-03-06,-270000,10,No disponible,270
,63372,2025-03-04,870000,10,No disponible,870
120318,58189,2025-04-13,224000,4,No disponible,224
120319,58189,2025-09-06,960000,4,No disponible,240
120320,58189,2025-01-06,64000,4,,64
120321,58189,2025-06-21,208000,4,No disponible,208
120322,58189,2025-11-27,276000,4,No disponible,276
120323,58189,2025-08-10,308000,4,No disponible,308
120324,57238,2025-04-29,465000,,No disponible,465
120326,59292,2025-11-01,-360000,3,No disponible,360
,59292,2025-02-12,174000,3,No disponible,174
120330,59292,2025-06-18,261000,3,No disponible,-261
120340,55563,2025-08-23,-138000,1,No disponible,138
,58664,2025-11-02,-570000,6,No disponible,570
120361,64565,2025-01-18,480000,6,,480
120365,64565,2025-05-25,318000,6,,318
,64565,2025-03-08,1230000,6,No disponible,1230
120376,61844,2025-02-10,-1675000,5,No disponible,1675
,56677,2025-03-11,144000,2,No disponible,144
120382,56677,2025-02-10,-68000,2,No disponible,-68
120390,60473,2025-05-21,148000,2,No disponible,148
120391,60473,2026-07-01,224000,,No disponible,224
120400,56186,2025-01-06,1200000,,No disponible,-1200
120401,62474,2025-09-22,297000,1,No disponible,297
120402,62474,2025-05-06,270000,1,No disponible,45
120403,62474,2026-07-09,77000,1,No disponible,
120404,62474,2025-10-18,82000,1,No disponible,82
120405,62474,2026-10-10,76000,1,No disponible,76
120406,62474,2026-07-09,24000,1,No disponible,24
120407,62474,2026-03-04,91000,1,No disponible,91
120408,62474,2025-06-22,92000,1,No disponible,92
120415,64305,2026-05-20,801000,9,,801
120416,63585,2026-02-24,876000,,,876
120419,63585,2025-11-22,552000,6,,552
120429,66271,2025-12-25,215000,5,No disponible,-215
120432,66271,2025-12-31,245000,5,,245
,66271,2025-09-03,80000,5,No disponible,
120438,,2025-06-01,-146000,1,No disponible,-146
,60838,2025-01-24,370000,1,No disponible,74
120440,60838,2025-03-20,61000,1,,61
120457,60313,2025-01-16,630000,9,No disponible,630
120458,60313,2025-01-13,8001000,9,No disponible,1143
120459,60313,2025-01-19,405000,9,,
120460,60313,2025-02-04,-513000,9,No disponible,513
120461,60313,2025-02-04,,9,No disponible,-423
120462,60313,2025-01-10,468000,9,No disponible,468
120463,60313,2025-01-16,567000,,No disponible,567
120464,60313,2025-01-31,90000,9,No disponible,-90
120465,56430,2026-03-18,315000,5,No disponible,
120467,56430,2026-07-13,4375000,5,No disponible,625
120468,56430,2026-11-24,25000,5,No disponible,25
,56430,2025-09-08,460000,,No disponible,
120470,56430,2025-07-17,445000,5,No disponible,445
120471,56430,2026-12-01,-445000,5,No disponible,445
120472,56430,2026-09-02,475000,5,No disponible,475
120473,56430,2025-05-06,35000,5,No disponible,35
,55587,,738000,9,No disponible,738
120475,55587,2025-06-27,105000,9,No disponible,135
120476,55587,2025-05-22,396000,9,No disponible,396
120477,,2025-11-03,405000,9,No disponible,-405
120478,55587,2025-05-10,648000,9,No disponible,648
120479,55587,2025-06-21,477000,9,No disponible,477
120480,55587,2026-02-04,801000,9,No disponible,801
120481,55587,2026-04-06,738000,9,No disponible,-738
120482,55587,2025-03-19,495000,,No disponible,495
120484,55587,,765000,9,No disponible,-765
120485,55587,2025-09-16,639000,9,No disponible,639
120486,55587,2025-08-24,630000,9,No disponible,-630
120487,55587,2025-08-27,-108000,9,No disponible,108
120488,64907,2025-04-03,3069000,9,No disponible,
,64907,2025-03-18,4176000,9,No disponible,4176
120490,64907,2025-03-08,,9,No disponible,1584
120493,60806,2025-05-02,294000,3,No disponible,294
120494,60806,2025-06-03,264000,3,No disponible,
120495,60806,2025-09-10,756000,3,No disponible,324
120496,60806,2025-06-14,102000,3,No disponible,102
,60806,2025-09-10,291000,3,No disponible,291
120498,60806,2025-05-31,54000,3,No disponible,54
120499,60806,2025-10-24,15000,3,No disponible,15
120500,60806,2025-04-08,192000,3,No disponible,192
120501,60806,2025-02-28,222000,3,No disponible,222
120504,61965,2025-01-21,525000,7,No disponible,525
120505,61965,2025-04-01,1274000,7,No disponible,1274
120510,57741,2025-07-09,135000,3,,135
120512,57741,2025-07-16,84000,3,No disponible,-84
120516,55582,2025-05-31,464000,2,No disponible,-464
120517,55582,2025-03-28,490000,2,,
,65553,2025-01-27,558000,5,No disponible,465
120527,65553,2025-04-18,-330000,5,No disponible,330
120529,65553,2025-02-28,-300000,5,No disponible,300
120530,65553,2025-06-06,-265000,5,No disponible,265
120536,65818,2025-06-05,2055000,3,No disponible,
120537,65818,2025-12-09,,3,No disponible,168
120538,65818,2025-05-13,183000,3,No disponible,183
120539,65818,2025-10-07,21000,3,No disponible,21
120540,65818,2025-08-31,285000,3,No disponible,285
120542,65818,2026-01-21,600000,3,No disponible,120
120543,65818,2026-04-02,228000,3,No disponible,228
120544,65818,2026-02-26,162000,3,No disponible,162
120545,65818,2025-04-14,48000,3,No disponible,48
120546,65818,2025-03-23,195000,,No disponible,195
120547,61112,,819000,7,No disponible,819
120548,61112,2025-11-08,1484000,7,No disponible,1484
120549,61112,2025-09-05,408000,7,No disponible,476
120550,61112,2025-07-08,476000,7,No disponible,476
120551,61112,2025-10-18,546000,7,No disponible,
120552,61112,2025-10-29,483000,,No disponible,483
120553,61112,2025-01-02,,7,No disponible,630
120554,61112,2025-01-27,287000,7,No disponible,287
,61112,2025-07-14,1057000,7,No disponible,1057
120557,60856,2025-02-12,-2970000,10,No disponible,990
120560,60856,2025-04-19,-1350000,10,No disponible,1350
120561,57318,2025-02-11,-342000,1,No disponible,342
120565,,,338000,1,,338
120567,57318,2025-01-27,65000,1,No disponible,-65
,57318,2025-02-26,27000,1,No disponible,27
120570,58032,2025-03-24,1330000,7,No disponible,1330
120571,58032,2025-01-15,966000,7,No disponible,966
120572,58032,2025-01-25,,7,No disponible,49
,65042,2025-05-07,172000,3,No disponible,258
120575,65042,2025-03-07,,3,,
,65042,,138000,3,No disponible,138
120579,64503,2026-07-02,114000,1,No disponible,114
120580,64137,,143000,1,,143
120581,64137,2025-08-03,167000,1,No disponible,-167
120582,64137,2026-03-28,-864000,1,No disponible,144
120583,,2026-06-28,68000,1,No disponible,-68
120584,64137,2025-08-17,40000,1,No disponible,40
120585,64137,2025-08-24,22000,1,No disponible,22
120586,64137,2025-07-26,36000,,No disponible,
,64137,2026-02-06,40000,1,No disponible,40
120588,64137,2026-05-17,179000,1,No disponible,
,61398,2025-01-29,1245000,3,No disponible,1245
120590,61398,2025-05-29,663000,3,,663
120591,61398,2025-01-22,882000,3,,294
120592,61398,2025-02-26,-126000,3,No disponible,126
120593,61398,2025-05-15,-225000,3,No disponible,-225
120594,62801,2025-02-14,1442000,7,No disponible,1442
120595,60031,2025-07-07,1435000,5,No disponible,1435
120597,61962,2025-04-15,-100000,2,No disponible,100
120605,58529,2025-01-15,672000,4,No disponible,672
120606,58529,2025-09-26,448000,4,No disponible,448
120607,58529,2025-01-02,279000,4,No disponible,372
120608,58529,2025-01-03,152000,4,No disponible,152
120609,58529,2025-07-29,88000,,No disponible,88
120612,55812,2025-01-23,2010000,3,,402
,55812,2025-02-10,87000,3,No disponible,87
120617,62753,2026-04-21,1530000,5,No disponible,1530
120629,59672,2026-01-14,,6,,2640
120632,,2026-07-20,948000,6,No disponible,-948
120633,57467,2025-09-20,,8,No disponible,-344
,57467,2025-12-07,3456000,8,No disponible,1152
120635,57467,2025-04-30,648000,8,No disponible,-648
120637,57467,2025-05-23,2848000,8,,2848
120638,57467,2025-06-27,440000,8,No disponible,-440
120640,57467,2025-10-30,175000,8,No disponible,-280
,59680,2025-02-05,128000,8,No disponible,128
120650,60975,2026-01-19,700000,10,No disponible,700
120653,60823,2025-12-04,-325000,5,No disponible,325
120654,60823,2025-03-20,1335000,5,,1335
120658,64861,2025-10-05,1085000,7,No disponible,1085
120659,64861,2025-08-11,342000,7,No disponible,
120660,64861,2025-12-18,574000,7,No disponible,
120661,64861,2025-03-02,,7,No disponible,133
120662,64861,2025-10-17,238000,7,No disponible,238
120664,64861,2025-09-28,420000,7,No disponible,420
120665,64861,2025-05-12,448000,7,No disponible,448
120666,64861,2025-03-03,,7,No disponible,105
120667,64861,2025-12-18,287000,7,No disponible,287
120668,64861,2025-11-15,1372000,7,No disponible,1372
120669,63973,2025-04-08,856000,8,No disponible,856
120670,63973,2025-05-08,1008000,8,No disponible,1008
120671,63973,2025-03-28,512000,8,,512
120672,63973,2025-03-14,280000,8,,1120
120673,63973,2025-01-17,312000,8,No disponible,312
120678,62834,,576000,9,,576
120681,,2025-02-05,-25000,1,,25
120683,56998,2025-01-02,-12000,1,No disponible,12
120686,58146,2025-01-01,1568000,8,No disponible,1568
120687,58146,2025-01-04,4480000,8,No disponible,1120
120689,58146,2025-01-06,160000,8,No disponible,160
120690,58146,2025-01-13,288000,8,No disponible,288
120692,57175,2025-11-13,4116000,4,No disponible,-588
120693,57175,,264000,4,No disponible,-264
120695,57175,2026-02-14,376000,4,,
120702,65482,2025-07-09,576000,3,No disponible,576
120703,65482,2025-07-08,38000,3,No disponible,57
120704,65482,2025-07-15,129000,3,No disponible,129
120705,65482,2025-06-23,471000,,No disponible,471
120706,65482,2025-06-22,888000,3,No disponible,444
120707,65482,2025-01-14,300000,3,No disponible,300
120708,65482,2025-04-03,315000,3,No disponible,315
120717,64879,2025-01-29,1548000,4,No disponible,1548
120718,64879,2025-03-09,476000,4,No disponible,476
120719,64879,2025-02-25,216000,4,No disponible,216
120720,64879,2025-01-11,325000,4,No disponible,260
120721,64879,2025-03-18,276000,4,No disponible,276
120722,64879,2025-03-21,88000,4,No disponible,88
120723,64879,2025-03-22,368000,4,No disponible,368
120724,64879,2025-03-18,328000,4,No disponible,328
120725,63887,2025-03-08,-2454000,6,No disponible,2454
120730,63887,2025-01-21,-132000,6,No disponible,132
120735,63887,2025-03-30,168000,6,No disponible,-168
120736,,2025-03-16,-102000,6,No disponible,102
120741,62963,2026-06-20,-156000,6,No disponible,156
120745,62963,2026-02-15,-564000,6,No disponible,564
,61874,2025-06-21,171000,9,No disponible,171
120755,61874,2025-01-14,594000,9,No disponible,-594
120756,61874,2025-07-11,864000,9,,864
,59945,2025-04-20,126000,9,No disponible,126
120768,59945,2025-06-08,756000,9,,756
120778,61989,2025-03-07,780000,4,No disponible,
120779,61989,2025-07-17,520000,4,No disponible,520
120780,61989,2025-02-26,512000,4,No disponible,128
120781,61989,2025-01-09,324000,4,No disponible,324
120782,61989,2025-06-13,204000,4,No disponible,204
120783,61989,2025-04-26,308000,4,No disponible,308
120784,61989,2025-03-31,420000,4,No disponible,420
120785,63189,2025-02-06,354000,6,No disponible,354
120786,63189,2025-04-20,3528000,6,No disponible,882
120787,63189,2025-01-08,36000,6,No disponible,-36
120788,63189,2025-01-20,276000,6,No disponible,276
120789,63189,2025-03-07,156000,6,No disponible,156
120804,55960,2025-04-24,,1,,157
120807,,2025-04-13,13000,1,,13
120808,64526,2026-01-21,825000,5,No disponible,-825
120810,64526,2025-10-26,-380000,5,No disponible,380
,64526,2025-07-28,160000,5,No disponible,160
120817,,2025-01-16,,7,,1225
120821,64793,2025-05-03,660000,6,,660
120822,64793,2025-02-07,924000,,No disponible,924
120823,64793,2025-06-20,637000,6,No disponible,546
120824,64793,2025-02-19,282000,6,No disponible,282
120825,64793,2025-03-18,366000,6,No disponible,366
120826,64793,2025-06-23,-348000,6,No disponible,348
120827,64793,2025-05-26,240000,6,No disponible,240
120828,64793,2025-03-05,474000,6,,474
120829,64793,2025-01-15,288000,6,No disponible,288
120830,56957,2025-08-05,98000,1,No disponible,98
,58062,2025-09-10,,2,No disponible,222
120834,58062,2025-04-16,,2,No disponible,20
120835,63521,2026-01-18,3227000,7,,3227
,63521,2025-02-12,511000,7,No disponible,511
,63521,2025-09-19,224000,7,No disponible,224
,63521,2026-01-11,224000,7,No disponible,
120848,63521,2025-01-14,637000,7,No disponible,-637
,63521,2025-02-01,602000,7,No disponible,602
,62759,2026-05-09,1584000,9,No disponible,1584
120856,62759,2025-01-02,1467000,9,No disponible,1467
120857,62759,2026-05-26,1746000,,No disponible,1746
120858,62759,2025-12-07,168000,9,No disponible,756
120859,62759,2026-02-12,342000,9,No disponible,342
120865,,2025-06-21,139000,2,No disponible,-278
,62718,2026-01-02,558000,6,,558
120878,66331,2025-11-17,488000,2,No disponible,488
120879,66331,2025-02-19,198000,,No disponible,132
120880,66331,2025-02-23,38000,2,No disponible,38
120881,66331,2025-03-22,,,No disponible,84
120882,66331,2025-10-13,280000,2,,280
120883,58602,2025-03-25,2216000,8,No disponible,-2216
120884,60040,2025-10-03,2723000,7,No disponible,2723
120886,60040,2025-03-13,,7,No disponible,882
120887,60040,2025-04-24,406000,7,No disponible,
,60040,2025-06-19,1435000,7,No disponible,1435
