id,empresa,nombre,descripcion,ubicacion,duracion,precio_persona,capacidad,restricciones,fecha_panorama
121449,,Visita,Disfruta de un día en la naturaleza,Alicante,5,-61000,27,{},2026-10-16 00:00:00
121379,American Express Global Business Travel,,Relájate en la playa,Lorca,6,88000,33,{},2025-04-17 00:00:00
121381,Turkish Airlines,,,,,,47,{},
121382,Ethiopian Airlines,,,,,,7,{},
121383,Avianca,,,,,,76,{},
121386,,,Disfruta de un día en la naturaleza,Murcia,,,44,{},2026-06-29 00:00:00
121387,Exodus Travels,Visita,Descubre la gastronomía local,Murcia,7,75000,45,{},2026-06-30 00:00:00
121388,Gray Line,Paseo,Conoce la historia de la ciudad,,3,23000,5,,2026-07-01 00:00:00
121391,Contiki,Tour,Disfruta de un día en la naturaleza,Mijas,5,29000,13,{},2025-04-18 00:00:00
121392,Turkish Airlines,,,,,,77,{},
121401,National Geographic Expeditions,Excursión,Aventúrate en la montaña,Gerona,4,51000,11,{},2025-02-20 00:00:00
121403,Contiki,,Descubre la gastronomía local,Gerona,2,34000,21,{},2025-02-22 00:00:00
121408,Gray Line,Paseo,Descubre la gastronomía local,Palma de Mallorca,5,41000,1,,2025-06-18 00:00:00
121411,,,,,,,19,{},
121422,Abercrombie & Kent,,Aventúrate en la montaña,Parla,3,25000,38,{},2026-11-12 00:00:00
121423,Insight Vacations,Visita,Aventúrate en la montaña,Parla,7,74000,2,{},2026-11-13 00:00:00
121426,CWT,Aventura,Relájate en la playa,Barcelona,4,25000,5,{},
121427,National Geographic Expeditions,Aventura,Aventúrate en la montaña,Barcelona,1,85000,23,{},2026-11-18 00:00:00
121431,Exodus Travels,Paseo,Conoce la historia de la ciudad,Madrid,2,11000,42,{},2026-03-26 00:00:00
121432,EF Tours,Paseo,Relájate en la playa,Madrid,4,75000,24,{},2026-03-27 00:00:00
121434,Civitatis,Tour,Aventúrate en la montaña,Madrid,7,18000,4,,2026-03-29 00:00:00
121435,G Adventures,Tour,Disfruta de un día en la naturaleza,Madrid,3,,35,{},2026-03-30 00:00:00
121436,Viator,Tour,Disfruta de un día en la naturaleza,Madrid,2,94000,30,{},2026-03-31 00:00:00
121442,Flight Centre Travel Group,Excursión,Relájate en la playa,,,58000,,{},2026-02-02 00:00:00
121447,BCD Travel,Aventura,Descubre la gastronomía local,Alicante,1,67000,27,{},2026-10-14 00:00:00
121448,Insight Vacations,Excursión,Disfruta de un día en la naturaleza,Alicante,5,15000,49,{},2026-10-15 00:00:00
121450,Apple Leisure Group,Aventura,Descubre la gastronomía local,Alicante,7,67000,15,{},2026-10-17 00:00:00
121451,Contiki,Visita,Conoce la historia de la ciudad,Alicante,3,-73000,5,{},2026-10-18 00:00:00
121454,Thomas Cook,Tour,Relájate en la playa,Collado Villalba,1,58000,29,{},2025-01-16 00:00:00
121455,American Express Global Business Travel,Paseo,Conoce la historia de la ciudad,Collado Villalba,2,65000,33,{},2025-01-17 00:00:00
121457,Japan Airlines,,,,,,100,{},
121462,KLM,,,,,,66,{},
121487,Abercrombie & Kent,Paseo,Disfruta de un día en la naturaleza,Cartagena,,81000,,{},2026-11-08 00:00:00
121488,G Adventures,Tour,Relájate en la playa,Cartagena,1,,5,{},2026-11-09 00:00:00
121500,PKP (Polonia),,,,,,29,{},
121502,Trafalgar,Tour,,Irún,1,,12,{},2026-09-15 00:00:00
121506,,Tour,Aventúrate en la montaña,Irún,6,,15,{},2026-09-19 00:00:00
121507,Lufthansa,,,,,,48,{},
121508,Aeroméxico,,,,,,41,{},
121509,Vueling,,,,,,98,{},
121510,Ethiopian Airlines,,,,,,31,{},
121513,EF Tours,Aventura,Descubre la gastronomía local,La Coruña,7,20000,34,{},2025-02-07 00:00:00
121514,Expedia Group,Paseo,Relájate en la playa,La Coruña,1,93000,4,{},2025-02-08 00:00:00
121515,EF Tours,Excursión,Disfruta de un día en la naturaleza,La Coruña,5,18000,50,{},2025-02-09 00:00:00
121516,Klook,Paseo,,La Coruña,5,53000,39,{},2025-02-10 00:00:00
121517,Gray Line,Paseo,Relájate en la playa,La Coruña,3,81000,17,,2025-02-11 00:00:00
122383,EF Tours,Paseo,Conoce la historia de la ciudad,Córdoba,3,53000,25,{},2025-05-19 00:00:00
121523,,Visita,Relájate en la playa,Cerdañola del Vallés,4,71000,14,{},2026-10-14 00:00:00
121525,Expedia Group,Aventura,Conoce la historia de la ciudad,Cerdañola del Vallés,4,89000,2,{},
121528,,Excursión,Disfruta de un día en la naturaleza,Cerdañola del Vallés,6,-62000,28,{},2026-10-19 00:00:00
121538,Lufthansa,,,,,,3,{},
121541,Gray Line,Paseo,Relájate en la playa,Hospitalet de LLobregat,3,,47,{},2025-07-31 00:00:00
121549,Exodus Travels,Excursión,Aventúrate en la montaña,Gerona,4,40000,10,{},2025-01-06 00:00:00
121552,Secret Escapes,Paseo,Descubre la gastronomía local,Santiago de Compostela,3,80000,49,{},2026-04-29 00:00:00
121559,Alaska Airlines,,,,,,7,{},
121561,Thomas Cook,Visita,Descubre la gastronomía local,Arrecife,2,,35,{},2026-01-13 00:00:00
121562,,Visita,Aventúrate en la montaña,Arrecife,7,,43,{},2026-01-14 00:00:00
121563,Trafalgar,Visita,Conoce la historia de la ciudad,Arrecife,7,23000,9,{},2026-01-15 00:00:00
121564,Gray Line,Tour,Disfruta de un día en la naturaleza,Arrecife,2,11000,33,,
121567,GetYourGuide,Visita,Disfruta de un día en la naturaleza,Mollet del Vallés,5,84000,14,{},2026-01-31 00:00:00
121568,,Visita,Conoce la historia de la ciudad,Mollet del Vallés,4,29000,25,,
121569,Booking Holdings,Excursión,Conoce la historia de la ciudad,Mollet del Vallés,5,68000,34,{},2026-02-02 00:00:00
121570,Civitatis,Tour,Relájate en la playa,Mollet del Vallés,,55000,23,{},2026-02-03 00:00:00
121571,,Excursión,Conoce la historia de la ciudad,Mollet del Vallés,2,45000,21,{},2026-02-04 00:00:00
121572,Emirates,,,,,,,{},
121576,Emirates,,,,,,10,{},
121578,Trafalgar,,Descubre la gastronomía local,Móstoles,3,5000,27,{},2026-02-22 00:00:00
121579,Frontier Airlines,,,,,,66,{},
121582,G Adventures,Tour,Conoce la historia de la ciudad,Alcoy,2,98000,36,{},2025-05-30 00:00:00
121585,Klook,Excursión,Conoce la historia de la ciudad,Chiclana de la Frontera,7,21000,50,{},2025-06-03 00:00:00
121586,GetYourGuide,Paseo,Relájate en la playa,Chiclana de la Frontera,6,26000,29,{},2025-06-04 00:00:00
121589,Hays Travel,Tour,Disfruta de un día en la naturaleza,Chiclana de la Frontera,1,,,{},2025-06-07 00:00:00
121594,,Paseo,Disfruta de un día en la naturaleza,Salamanca,7,78000,,{},2025-06-12 00:00:00
121598,EF Tours,Tour,Descubre la gastronomía local,Toledo,2,66000,10,{},2025-03-03 00:00:00
121599,,,,,,,65,{},
121604,Hays Travel,Excursión,Disfruta de un día en la naturaleza,Orense,2,18000,46,{},2026-02-18 00:00:00
121608,Contiki,Paseo,Conoce la historia de la ciudad,Ávila,4,82000,31,{},2026-09-01 00:00:00
121609,Exodus Travels,Visita,Relájate en la playa,Ávila,4,9000,,{},2026-09-02 00:00:00
121610,Booking Holdings,Tour,Relájate en la playa,Ávila,2,71000,32,{},2026-09-03 00:00:00
121611,American Express Global Business Travel,Tour,Relájate en la playa,Ávila,2,21000,28,{},2026-09-04 00:00:00
121612,Secret Escapes,Visita,Descubre la gastronomía local,Ávila,5,96000,9,{},2026-09-05 00:00:00
121613,Trafalgar,Paseo,,Ávila,5,83000,45,{},2026-09-06 00:00:00
121616,TUI Group,Paseo,Relájate en la playa,Dos Hermanas,4,52000,3,{},2026-09-10 00:00:00
121617,Travel Leaders Group,Aventura,Disfruta de un día en la naturaleza,Dos Hermanas,5,17000,40,{},2026-09-11 00:00:00
121618,Insight Vacations,Tour,Descubre la gastronomía local,Dos Hermanas,1,100000,,{},2026-09-12 00:00:00
121619,Insight Vacations,Tour,Disfruta de un día en la naturaleza,Dos Hermanas,2,51000,1,{},2026-09-13 00:00:00
121623,Abercrombie & Kent,Tour,Relájate en la playa,La Coruña,4,53000,45,{},2026-10-12 00:00:00
121624,Intrepid Travel,Tour,Descubre la gastronomía local,,7,95000,28,{},2026-10-13 00:00:00
121625,National Geographic Expeditions,Paseo,Descubre la gastronomía local,La Coruña,1,40000,12,{},2026-10-14 00:00:00
121628,,Paseo,Relájate en la playa,Oviedo,7,,40,{},2026-05-25 00:00:00
121641,TUI Group,,Relájate en la playa,Benidorm,1,94000,4,{},2025-10-25 00:00:00
121650,Singapore Airlines,,,,,,39,{},
121676,Apple Leisure Group,Excursión,Descubre la gastronomía local,Albacete,,52000,48,,2025-07-31 00:00:00
121654,Civitatis,Visita,Disfruta de un día en la naturaleza,Badalona,3,,40,{},2025-03-30 00:00:00
121656,Booking Holdings,Paseo,,Badalona,4,,29,{},2025-04-01 00:00:00
121660,Abercrombie & Kent,Excursión,Disfruta de un día en la naturaleza,Cuenta,4,24000,29,{},
121661,Booking Holdings,Visita,Aventúrate en la montaña,,6,71000,46,{},2025-09-25 00:00:00
121664,G Adventures,Paseo,Conoce la historia de la ciudad,Cuenta,4,,4,,
121665,Tripadvisor,,Conoce la historia de la ciudad,Cuenta,4,53000,,{},2025-09-29 00:00:00
121668,EF Tours,Tour,Relájate en la playa,Cuenta,3,80000,32,{},2025-10-01 00:00:00
121672,G Adventures,Aventura,Relájate en la playa,Albacete,5,95000,46,{},2025-07-27 00:00:00
121673,BCD Travel,Visita,Conoce la historia de la ciudad,Albacete,7,86000,42,{},2025-07-28 00:00:00
121674,Insight Vacations,Paseo,Conoce la historia de la ciudad,Albacete,3,63000,35,{},2025-07-29 00:00:00
121675,Trafalgar,,Aventúrate en la montaña,Albacete,4,97000,,{},2025-07-30 00:00:00
121677,Kuoni,Paseo,Disfruta de un día en la naturaleza,Albacete,2,11000,22,{},2025-08-01 00:00:00
121681,Intrepid Travel,Excursión,Conoce la historia de la ciudad,Cuenta,6,12000,46,{},2025-08-04 00:00:00
121683,Insight Vacations,Aventura,Relájate en la playa,Cuenta,3,6000,,{},2025-08-06 00:00:00
121684,Viator,Paseo,Descubre la gastronomía local,Cuenta,7,-81000,44,{},2025-08-07 00:00:00
121685,Abercrombie & Kent,Tour,Aventúrate en la montaña,Cuenta,6,22000,14,{},2025-08-08 00:00:00
121686,TUI Group,Excursión,Disfruta de un día en la naturaleza,Cuenta,5,89000,5,{},2025-08-09 00:00:00
121687,PKP (Polonia),,,,,,74,{},
121690,Thomas Cook,Paseo,Descubre la gastronomía local,Cornellá de Llobregat,4,58000,11,{},2025-04-16 00:00:00
121707,Contiki,Excursión,Aventúrate en la montaña,Paterna,5,18000,2,{},2025-06-17 00:00:00
121715,Intrepid Travel,Visita,Disfruta de un día en la naturaleza,Ponferrada,6,68000,48,,2025-06-12 00:00:00
121729,Kuoni,Tour,Conoce la historia de la ciudad,Alicante,5,47000,,{},2026-10-05 00:00:00
121734,Kuoni,Paseo,Relájate en la playa,Tarrasa,5,11000,20,,
121738,Abercrombie & Kent,Excursión,Descubre la gastronomía local,Madrid,6,10000,29,{},2025-07-17 00:00:00
121741,,Visita,Conoce la historia de la ciudad,Elche,1,9000,31,{},2025-07-21 00:00:00
121742,EF Tours,Visita,Aventúrate en la montaña,Elche,6,17000,11,{},2025-07-22 00:00:00
121743,,Tour,Disfruta de un día en la naturaleza,Elche,4,60000,18,{},
121744,Gray Line,Tour,Aventúrate en la montaña,Elche,6,34000,14,{},2025-07-24 00:00:00
121747,Kuoni,Visita,Relájate en la playa,Estepona,,17000,22,{},2025-07-28 00:00:00
121748,Gray Line,,Descubre la gastronomía local,,7,81000,11,,
121749,Klook,Aventura,Disfruta de un día en la naturaleza,Estepona,5,18000,19,,2025-07-30 00:00:00
121750,CWT,Visita,Conoce la historia de la ciudad,Estepona,7,-73000,40,{},2025-07-31 00:00:00
121751,Insight Vacations,Tour,,Estepona,1,60000,,{},2025-08-01 00:00:00
121752,Singapore Airlines,,,,,,69,{},
121754,British Airways,,,,,,20,{},
121756,Abercrombie & Kent,Excursión,Descubre la gastronomía local,Ceuta,4,49000,49,{},2026-10-06 00:00:00
121757,Flight Centre Travel Group,Visita,Descubre la gastronomía local,Ceuta,7,46000,28,{},2026-10-07 00:00:00
121758,Abercrombie & Kent,Excursión,Aventúrate en la montaña,Ceuta,6,22000,29,,2026-10-08 00:00:00
121759,Thomas Cook,Aventura,Relájate en la playa,Ceuta,1,63000,48,{},2026-10-09 00:00:00
121760,Travel Leaders Group,Excursión,Descubre la gastronomía local,Ceuta,6,91000,9,{},2026-10-10 00:00:00
147271,Iberia,,,,,,65,{},
121765,Apple Leisure Group,Tour,,Ponferrada,6,36000,34,{},
122435,Klook,Visita,Aventúrate en la montaña,Huelva,4,31000,4,{},2026-04-06 00:00:00
121779,Apple Leisure Group,Visita,Aventúrate en la montaña,Parla,6,39000,18,{},2026-06-03 00:00:00
121780,Flight Centre Travel Group,Paseo,Conoce la historia de la ciudad,Parla,3,19000,16,{},2026-06-04 00:00:00
121786,WestJet,,,,,,27,{},
121787,Copa Airlines,,,,,,89,{},
121799,Iberia,,,,,,15,{},
121801,Thomas Cook,Paseo,Aventúrate en la montaña,Tarrasa,3,21000,26,{},2026-04-29 00:00:00
121802,Apple Leisure Group,Tour,Disfruta de un día en la naturaleza,Tarrasa,4,40000,48,{},2026-04-30 00:00:00
121803,Viator,Tour,Descubre la gastronomía local,Tarrasa,3,75000,29,,2026-05-01 00:00:00
121804,Civitatis,Paseo,Descubre la gastronomía local,Tarrasa,4,50000,29,{},2026-05-02 00:00:00
121806,Travel Leaders Group,Excursión,,Tarrasa,7,88000,6,,2026-05-04 00:00:00
121807,Japan Airlines,,,,,,23,{},
121810,BCD Travel,Excursión,Descubre la gastronomía local,Elche,7,99000,2,{},2025-05-28 00:00:00
121811,Contiki,Aventura,Descubre la gastronomía local,,2,,42,{},2025-05-29 00:00:00
121818,Wizz Air,,,,,,23,{},
121823,Civitatis,Visita,Relájate en la playa,Murcia,5,,,{},2026-05-13 00:00:00
121826,WestJet,,,,,,4,{},
121832,All Nippon Airways (ANA),,,,,,60,{},
121834,,Aventura,Disfruta de un día en la naturaleza,Mollet del Vallés,5,34000,27,{},2026-11-18 00:00:00
121835,Hays Travel,Excursión,Conoce la historia de la ciudad,Mollet del Vallés,3,14000,25,{},2026-11-19 00:00:00
121836,Flight Centre Travel Group,Aventura,Aventúrate en la montaña,Mollet del Vallés,1,-56000,11,{},2026-11-20 00:00:00
121837,Secret Escapes,Aventura,Conoce la historia de la ciudad,Mollet del Vallés,6,94000,12,{},2026-11-21 00:00:00
121838,Expedia Group,Aventura,Relájate en la playa,Mollet del Vallés,2,88000,2,{},
121839,Air New Zealand,,,,,,98,{},
121844,Exodus Travels,Paseo,Relájate en la playa,Viladecans,3,-97000,9,{},2026-04-10 00:00:00
121850,Abercrombie & Kent,Tour,Disfruta de un día en la naturaleza,Cornellá de Llobregat,6,15000,13,{},2025-08-09 00:00:00
121857,Ethiopian Airlines,,,,,,98,{},
121859,Tripadvisor,Excursión,Conoce la historia de la ciudad,Ponferrada,2,-60000,24,{},2025-02-12 00:00:00
121865,Apple Leisure Group,Visita,Relájate en la playa,Getafe,,32000,17,{},2026-01-28 00:00:00
121879,Intrepid Travel,Excursión,Conoce la historia de la ciudad,Torrevieja,,45000,6,{},2025-07-31 00:00:00
121881,Expedia Group,Visita,Descubre la gastronomía local,Torrevieja,4,9000,50,{},2025-08-02 00:00:00
121884,Flight Centre Travel Group,Visita,Conoce la historia de la ciudad,Torrevieja,5,30000,45,{},2025-08-05 00:00:00
121896,Exodus Travels,Aventura,Conoce la historia de la ciudad,,,47000,36,{},2025-12-06 00:00:00
121897,Intrepid Travel,Tour,Conoce la historia de la ciudad,Sanlúcar de Barrameda,7,31000,42,{},2025-12-07 00:00:00
121902,Tripadvisor,Aventura,Relájate en la playa,,6,38000,27,{},2025-08-11 00:00:00
121908,RZD (Rusia),,,,,,95,{},
121910,Avianca,,,,,,7,{},
121915,Delta Air Lines,,,,,,30,{},
121917,Trafalgar,Paseo,Descubre la gastronomía local,Ceuta,,,8,{},2025-09-26 00:00:00
121918,Copa Airlines,,,,,,,{},
121920,Trafalgar,Tour,Disfruta de un día en la naturaleza,Ciudad Real,1,67000,31,{},2025-09-29 00:00:00
121922,Contiki,Paseo,Disfruta de un día en la naturaleza,Ciudad Real,5,81000,35,{},
121923,Travel Leaders Group,Aventura,Aventúrate en la montaña,Ciudad Real,2,48000,,{},2025-10-02 00:00:00
121927,Viator,Tour,Descubre la gastronomía local,Rubí,1,71000,48,{},2026-08-01 00:00:00
121930,Viator,Excursión,Aventúrate en la montaña,Marbella,5,80000,44,{},2026-08-04 00:00:00
121931,Tripadvisor,Paseo,Relájate en la playa,Marbella,7,90000,26,{},2026-08-05 00:00:00
121932,Booking Holdings,Excursión,Disfruta de un día en la naturaleza,Marbella,7,42000,4,{},2026-08-06 00:00:00
121933,Intrepid Travel,Visita,Relájate en la playa,Marbella,,22000,5,{},2026-08-07 00:00:00
121937,Kuoni,Visita,Disfruta de un día en la naturaleza,Oviedo,2,38000,31,{},
121939,Civitatis,Aventura,Conoce la historia de la ciudad,Oviedo,7,74000,25,{},2026-08-12 00:00:00
121944,Hays Travel,Paseo,Aventúrate en la montaña,Pozuelo de Alarcón,3,43000,44,,2025-01-11 00:00:00
121950,Flight Centre Travel Group,Paseo,Descubre la gastronomía local,Dos Hermanas,7,54000,19,{},2025-07-11 00:00:00
121951,Thomas Cook,Excursión,Aventúrate en la montaña,Dos Hermanas,7,15000,29,{},2025-07-12 00:00:00
121952,EF Tours,Paseo,Aventúrate en la montaña,Dos Hermanas,2,5000,49,{},2025-07-13 00:00:00
121953,,Aventura,Conoce la historia de la ciudad,Dos Hermanas,4,35000,36,{},
121954,,,,,,,41,{},
121958,Exodus Travels,Tour,Disfruta de un día en la naturaleza,El Ejido,7,79000,24,{},2026-03-18 00:00:00
121964,AVE,,,,,,77,{},
121971,Kuoni,Aventura,Descubre la gastronomía local,Sagunto,5,14000,40,,2025-12-05 00:00:00
121972,Copa Airlines,,,,,,100,{},
121981,Booking Holdings,Tour,Descubre la gastronomía local,Puertollano,6,19000,16,{},2025-02-07 00:00:00
121983,Contiki,Visita,Relájate en la playa,Puertollano,3,24000,6,{},2025-02-09 00:00:00
121994,LATAM Airlines,,,,,,77,,
122001,JetBlue,,,,,,87,{},
122010,Frontier Airlines,,,,,,27,{},
122013,Viator,Excursión,Descubre la gastronomía local,,,77000,28,{},
122019,G Adventures,Excursión,Conoce la historia de la ciudad,Toledo,1,,9,{},2025-11-20 00:00:00
122020,Abercrombie & Kent,Tour,Relájate en la playa,Toledo,2,23000,25,{},2025-11-21 00:00:00
122024,Air France,,,,,,,{},
124740,Alaska Airlines,,,,,,31,{},
122026,American Express Global Business Travel,Tour,Descubre la gastronomía local,Rivas-Vaciamadrid,7,39000,37,{},2025-06-10 00:00:00
122027,EF Tours,Visita,,Rivas-Vaciamadrid,2,88000,35,{},2025-06-11 00:00:00
122032,Turkish Airlines,,,,,,92,{},
122034,American Airlines,,,,,,100,{},
122037,EF Tours,Aventura,Disfruta de un día en la naturaleza,Avilés,1,28000,42,{},2026-05-09 00:00:00
122038,Insight Vacations,Aventura,Relájate en la playa,Avilés,2,16000,47,,2026-05-10 00:00:00
122041,Luxury Escapes,Excursión,Disfruta de un día en la naturaleza,Torremolinos,1,69000,39,{},2026-06-13 00:00:00
122042,Travel Leaders Group,Aventura,Descubre la gastronomía local,Torremolinos,5,20000,6,{},
122043,Thomas Cook,Visita,Relájate en la playa,Torremolinos,2,25000,43,{},2026-06-15 00:00:00
122044,Abercrombie & Kent,Aventura,Relájate en la playa,,5,78000,31,{},2026-06-16 00:00:00
122045,WestJet,,,,,,2,{},
122046,Vueling,,,,,,74,{},
122049,Exodus Travels,Paseo,Conoce la historia de la ciudad,San Cristróbal de la Laguna,1,43000,22,{},2025-11-10 00:00:00
122050,Viator,Paseo,Relájate en la playa,San Cristróbal de la Laguna,5,21000,37,{},2025-11-11 00:00:00
122052,Apple Leisure Group,Excursión,Descubre la gastronomía local,San Cristróbal de la Laguna,5,7000,34,,2025-11-13 00:00:00
122053,Hays Travel,,Aventúrate en la montaña,San Cristróbal de la Laguna,2,53000,46,{},
122054,Insight Vacations,Paseo,Aventúrate en la montaña,San Cristróbal de la Laguna,6,,18,{},2025-11-15 00:00:00
122066,Civitatis,Tour,Conoce la historia de la ciudad,Viladecans,3,13000,41,{},2025-08-03 00:00:00
122071,Emirates,,,,,,29,{},
122078,Flight Centre Travel Group,Tour,Aventúrate en la montaña,Valdemoro,1,94000,38,{},2025-08-11 00:00:00
122090,Japan Airlines,,,,,,99,{},
122092,Exodus Travels,Paseo,Aventúrate en la montaña,Fuenlabrada,2,26000,32,{},2025-01-15 00:00:00
122094,BCD Travel,Tour,Disfruta de un día en la naturaleza,Fuenlabrada,6,30000,49,{},2025-01-17 00:00:00
122095,Spirit Airlines,,,,,,84,{},
122097,American Express Global Business Travel,,Aventúrate en la montaña,Móstoles,7,-56000,24,{},2025-01-21 00:00:00
122098,Contiki,Aventura,Disfruta de un día en la naturaleza,Móstoles,2,,4,{},2025-01-22 00:00:00
122099,Klook,Tour,Conoce la historia de la ciudad,Móstoles,4,52000,43,{},2025-01-23 00:00:00
122100,Booking Holdings,Excursión,Aventúrate en la montaña,Móstoles,7,13000,14,,2025-01-24 00:00:00
122101,G Adventures,Visita,Aventúrate en la montaña,Móstoles,4,83000,,{},2025-01-25 00:00:00
122105,Delta Air Lines,,,,,,32,{},
122106,Air New Zealand,,,,,,78,{},
122108,,,,,,,73,{},
122111,Intrepid Travel,Excursión,Disfruta de un día en la naturaleza,,5,20000,19,{},2025-10-18 00:00:00
122113,EF Tours,,Conoce la historia de la ciudad,,4,55000,8,{},2025-10-20 00:00:00
122114,Hays Travel,Paseo,Descubre la gastronomía local,Murcia,1,9000,1,{},2025-10-21 00:00:00
122116,Etihad Airways,,,,,,77,{},
122117,JetBlue,,,,,,,{},
122119,Thomas Cook,,Aventúrate en la montaña,Badalona,4,47000,9,{},2025-09-02 00:00:00
122121,CWT,,Aventúrate en la montaña,Badalona,1,34000,15,{},2025-09-04 00:00:00
122123,Civitatis,Tour,Relájate en la playa,Badalona,4,14000,12,{},2025-09-06 00:00:00
122129,Secret Escapes,Excursión,Disfruta de un día en la naturaleza,Lérida,6,75000,9,{},2025-11-11 00:00:00
122136,GetYourGuide,Aventura,Disfruta de un día en la naturaleza,Alcorcón,5,51000,31,{},2025-11-09 00:00:00
122137,,Aventura,Descubre la gastronomía local,Alcorcón,5,46000,30,{},2025-11-10 00:00:00
122138,Insight Vacations,Tour,Descubre la gastronomía local,Alcorcón,5,41000,19,{},2025-11-11 00:00:00
122139,Contiki,Aventura,Conoce la historia de la ciudad,Alcorcón,4,46000,2,{},2025-11-12 00:00:00
122140,Contiki,Paseo,Conoce la historia de la ciudad,Alcorcón,2,26000,31,{},
122141,Abercrombie & Kent,Tour,Descubre la gastronomía local,Alcorcón,7,38000,7,,2025-11-14 00:00:00
122148,Viator,Paseo,Descubre la gastronomía local,Alcoy,5,31000,24,,2026-01-24 00:00:00
122149,EF Tours,Visita,Conoce la historia de la ciudad,Alcoy,5,66000,22,{},2026-01-25 00:00:00
122150,Expedia Group,Excursión,Relájate en la playa,Alcoy,6,79000,3,{},2026-01-26 00:00:00
122164,Spirit Airlines,,,,,,91,{},
122168,Flight Centre Travel Group,Visita,Conoce la historia de la ciudad,Alcorcón,4,52000,35,{},2026-05-04 00:00:00
122176,Booking Holdings,,Relájate en la playa,Orihuela,1,79000,27,{},2025-04-03 00:00:00
122180,Spirit Airlines,,,,,,63,{},
122187,Abercrombie & Kent,Visita,,Majadahonda,5,70000,35,{},2026-09-10 00:00:00
122188,Travel Leaders Group,Aventura,Descubre la gastronomía local,Majadahonda,4,26000,31,{},2026-09-11 00:00:00
122189,Luxury Escapes,Visita,Disfruta de un día en la naturaleza,Majadahonda,,83000,42,,2026-09-12 00:00:00
122190,Exodus Travels,Paseo,Conoce la historia de la ciudad,Majadahonda,4,32000,27,{},2026-09-13 00:00:00
122192,Luxury Escapes,Paseo,,Majadahonda,6,89000,17,{},2026-09-15 00:00:00
122195,United Airlines,,,,,,12,{},
122198,Vueling,,,,,,17,{},
122201,EF Tours,Excursión,Disfruta de un día en la naturaleza,Collado Villalba,4,36000,39,{},
122211,Viator,Paseo,Descubre la gastronomía local,Oviedo,5,90000,36,{},2025-09-14 00:00:00
122212,,Excursión,Descubre la gastronomía local,Oviedo,5,67000,,,2025-09-15 00:00:00
122220,Qantas,,,,,,41,{},
122225,National Geographic Expeditions,Tour,Relájate en la playa,Orense,5,,27,{},2026-03-15 00:00:00
122234,Booking Holdings,,Relájate en la playa,Palencia,1,32000,35,{},2026-02-15 00:00:00
122242,AVE,,,,,,73,{},
122244,TUI Group,Excursión,Conoce la historia de la ciudad,Vigo,6,54000,10,{},2025-07-29 00:00:00
122251,Thomas Cook,Excursión,Disfruta de un día en la naturaleza,Inca,4,44000,20,{},
122256,Abercrombie & Kent,,Disfruta de un día en la naturaleza,,1,57000,27,,2025-06-04 00:00:00
122263,VRZ (Croacia),,,,,,29,{},
122269,,Tour,Descubre la gastronomía local,Gandía,2,52000,34,{},2025-04-13 00:00:00
122270,EF Tours,Tour,,Gandía,1,49000,35,{},2025-04-14 00:00:00
122273,Expedia Group,Visita,Descubre la gastronomía local,León,2,17000,36,{},2025-04-18 00:00:00
122275,Gray Line,Tour,Conoce la historia de la ciudad,León,5,77000,31,{},2025-04-20 00:00:00
122276,Civitatis,Visita,Relájate en la playa,León,2,100000,40,{},2025-04-21 00:00:00
122277,Apple Leisure Group,Aventura,Relájate en la playa,León,,65000,31,{},2025-04-22 00:00:00
122280,Kuoni,Aventura,Aventúrate en la montaña,Fuengirola,6,26000,,{},2025-02-05 00:00:00
122282,Southwest Airlines,,,,,,61,{},
122283,Turkish Airlines,,,,,,83,{},
122286,,Excursión,Aventúrate en la montaña,Vitoria,1,37000,9,{},2025-08-14 00:00:00
122289,,,,,,,80,{},
122302,Qatar Airways,,,,,,63,{},
122342,Air France,,,,,,78,{},
122305,,Aventura,Disfruta de un día en la naturaleza,San Cristróbal de la Laguna,1,,39,{},2025-09-13 00:00:00
122310,Japan Airlines,,,,,,20,{},
122314,Tripadvisor,Tour,Conoce la historia de la ciudad,Benidorm,2,52000,,{},2026-01-07 00:00:00
122315,Hays Travel,Aventura,Relájate en la playa,Benidorm,5,11000,32,{},2026-01-08 00:00:00
122316,American Express Global Business Travel,Tour,Disfruta de un día en la naturaleza,Benidorm,2,54000,27,{},2026-01-09 00:00:00
122317,Gray Line,Paseo,Aventúrate en la montaña,Benidorm,5,32000,12,{},2026-01-10 00:00:00
122319,All Nippon Airways (ANA),,,,,,77,{},
122325,Frontier Airlines,,,,,,13,{},
122329,Globus,Excursión,Descubre la gastronomía local,Sanlúcar de Barrameda,1,21000,26,{},
122331,Trafalgar,Paseo,Disfruta de un día en la naturaleza,Sanlúcar de Barrameda,5,56000,7,{},2026-06-20 00:00:00
122345,Luxury Escapes,Paseo,Aventúrate en la montaña,Dos Hermanas,4,88000,45,{},
122349,,Visita,Disfruta de un día en la naturaleza,Dos Hermanas,5,11000,33,{},2026-02-07 00:00:00
122352,National Geographic Expeditions,Paseo,Conoce la historia de la ciudad,León,3,81000,38,{},
122353,Globus,,Descubre la gastronomía local,León,4,60000,5,{},2026-02-11 00:00:00
122362,Expedia Group,Excursión,Relájate en la playa,Elda,2,98000,19,{},
122367,Ethiopian Airlines,,,,,,,{},
122369,Apple Leisure Group,Tour,Relájate en la playa,Elche,,,3,{},2026-10-23 00:00:00
